id,retailer_id,name,description,url,currency,price,is_hidden,is_sanctioned,max_available,availability,checkmark,whatsapp_product_can_appeal,videos,is_approved,approval_status,image_url,image_url2,image_url3,image_url4,image_url5,image_url6
"24049458881395476","","Vestido VERDE ESMERALDA com alças","","","BRL","180.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/24049458881395476_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/24049458881395476_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/24049458881395476_3","","",""
"25755206214075464","","VESTIDO FÚCSIA ( sem glitter)","","","BRL","220.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25755206214075464_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25755206214075464_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25755206214075464_3","","",""
"25586811837647544","","Vestido VERDE OLIVA","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25586811837647544_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25586811837647544_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25586811837647544_3","","",""
"25847596931538838","","Vestido DOURADO","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25847596931538838_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25847596931538838_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25847596931538838_3","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25847596931538838_4","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25847596931538838_5","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25847596931538838_6"
"25697863299869987","","Vestido Verde Oliva","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25697863299869987_1","","","","",""
"25103451649338668","","Vestido AZUL ROYAL","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25103451649338668_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25103451649338668_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25103451649338668_3","","",""
"24566500166362125","","Vestido de festa MARSALA","Tamanhos P e G","","BRL","220.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/24566500166362125_1","","","","",""
"32286750784306774","","Vestido AZUL ROYAL ombro a ombro","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/32286750784306774_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/32286750784306774_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/32286750784306774_3","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/32286750784306774_4","",""
"25299291049773698","","Vestido ROXO","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25299291049773698_1","","","","",""
"32850804727868510","","Vestido AZUL ROYAL","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/32850804727868510_1","","","","",""
"25558753463792673","","Vestido VERDE OLIVA","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25558753463792673_1","","","","",""
"25031257856526296","","Vestido de festa VERDE ESMERALDA","","","BRL","250.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25031257856526296_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25031257856526296_2","","","",""
"9197969760270321","","Vestido VERMELHO de alças ( de paetê)","Veste P e M","","BRL","250.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/9197969760270321_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/9197969760270321_2","","","",""
"32745042865087097","","Vestido de festa VERDE ESMERALDA","","","BRL","170.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/32745042865087097_1","","","","",""
"8652485218194128","","Vestidos AZUL MARINHO (paetê)","","","BRL","230.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/8652485218194128_1","","","","",""
